id,title,creator,date,description,category,address,latitude,longitude,source,image,imageAttribution,imageAltText
marker_5,Pine Cottage: First YWCA Boarding Home,"Ameer, Isbah",Original “Pine Cottage” house used by YWCA in 1870. Demolished by 1873.,"During its early years, the YWCA of Germantown rented various spaces to provide lodging and activities for young, single women working in the mills. The first was Pine Cottage or Pine Place in 1870. It had previously been the home and school of Bronson Alcott and family. Abolitionist, suffragist and author Louisa Mae Alcott, who appears on the YWCA’s  “Women of Germantown” mural was born there in 1832, but the family moved away in two years. By 1874, Pine Cottage was demolished to build a Masonic Lodge. Decades later, it became the showroom of Germantown legacy business Cunningham Piano Company until 2016. Historically designated, it is now owned by Philly Office Retail and houses apartments, Ubuntu Fine Art and Kinesics Dance Dynamics Theatre.",Lodgings,5425-27 Germantown Avenue,40.02755013,-75.16061843,Carner,,,
,,,,,,,,,,,,
marker_9,Early YWCA Boarding House Evolves into Harkness House,"Ameer, Isbah",YWCA use 1874-1941,"Between 1873-74, the YWCA of Germantown acquired a house on the corner of “Mill and Main Streets” (today’s Church Lane and Germantown Avenue at Market Square) It was the end of three rows built by John Fromberger circa 1795. The Y converted it to boarding rooms, a cafeteria and activity space for young, single working women. In 1917, Sarah W. McLean [1863- ?) whose image is on the “Women of Germantown” mural for her YWCA leadership and philanthropy, bought the other two houses and gifted them to the Y in honor of her deceased sister, Mary Warden Harkness. The three were made into a single structure. The Y ran Harkness House until the onset of WWII, selling it in 1941.",Lodgings,"5501 Germantown Ave, Market Square, Philadelphia, PA 19144",40.03438122,-75.17260975,Carner,,,
marker_7,Home of Elizabeth P. Smith,"Ameer, Isbah",1869,"In 1869, a meeting was called at her home by Elizabeth P. Smith. This is where the Germantown YWCA began under the name of Women's Christian Association.",main-building,45 East Penn Street,40.03345768,-75.1682975,Carner,,,
marker_15,Harkness House,"Ameer, Isbah",1879 to 1915-18,"Supported welfare needs for the community 1879 onwards, had a nursing agency, employment bureau,  free baths, educational programmes, surprisingly also had a physical training dept in educational programe.",main-building,5503 Germantown Ave,40.03436826,-75.17186602,Carner,,,
marker_6,Bryn Mawr College,"Ameer, Isbah",1885,In 1823 women industrial workers who were members of the YWCA were sent to Summer School for Industrial Workers in Bryn Mawr,Other,"140 Morris Ave, Bryn Mawr, PA 19010",40.02428497,-75.3139829,https://digitalcollections.tricolib.brynmawr.edu/collections/summer-school-women-workers-industry,,,
marker_10,Church of the Brethren,"Ameer, Isbah",1723,In 1969 housed the table on which the first protest in America against slavery was signed in 1688.,Other,"6601 Germantown Ave, Philadelphia, PA 19119",40.04966955,-75.18388431,Carner,,,
marker_12,Germantown Branch of the Free Library,"Ameer, Isbah",1907-1978,One of the 25 branches of the Free Library built from 1904 to 1930 from a $1.5 million grant from the Carnegie Corporation.,Other,"5710 Germantown, Philadelphia, PA 19144",40.03573742,-75.1764913,https://www.loc.gov/item/pa4070/,,,
marker_14,Center in the Park,"Ameer, Isbah",1986-present,"Previously the site of the Free Library of Philadelphia, Germantown Branch. The building has been used as a senior citizens center by the non-profit Center in the Park since 1986.",Other,"5801-5827 Germantown Ave, Philadelphia, PA 19144",40.03695238,-75.17577428,https://www.loc.gov/item/pa4070/,,,
marker_16,St. Vincent's Roman Catholic Church,"Ameer, Isbah",1851,,Other,"101 E Price St, Philadelphia, PA 19144",40.03793922,-75.17441109,Carner,,,
marker_19,Vernon Park,"Ameer, Isbah",,"Vernon Park is host to monuments commemorating the Battle of Germantown, the battle was faught nearby in 1777. The Founders’ Monument is inscribed with the first documented protest against slavery in Philadelphia. The Center in the Park is also located in Vernon Park.",Other,"5800 Germantown Ave, Philadelphia, PA 19144",40.03689272,-75.17584048,https://friendsofvernonpark.org/about/,,,
marker_20,Germantown Friends Meeting,"Ameer, Isbah",1693,,Other,"47 W Coulter St, Philadelphia, PA 19144",40.03230676,-75.1719817,Carner,,,
marker_21,Germantown Unitarian,"Ameer, Isbah",1867,,Other,"6511 Lincoln Dr, Philadelphia, PA 19119",40.0402388,-75.19152905,Carner,,,
marker_22,St. Lukes' Episcopal,"Ameer, Isbah",1811,,Other,"5427 Germantown Ave, Philadelphia, PA 19144",40.03381523,-75.17096381,Carner,,,
marker_1,Falls of Schuykill Branch and Cafeteria,"Ameer, Isbah",1905-1928,"An early focus of the YWCA of Germantown was “industrial work” – activating working women and advocating for improved conditions. Among the mills and factories around Germantown, one of the largest was Dobson Mills, 4041-55 Ridge Avenue, operating from the 1850’s to the 1930’s. In 1905, the Germantown Association formed Falls of Schuylkill Branch at 4052 Ridge Ave. In 1920, Schuylkill had 400 members. With funds from Sarah W. McLean, they also purchased 4100-4188 Ridge Avenue as a cafeteria for the workers. “Prices were very low – roast lamb and bake potato 8 cents, soup 4 cents...” McLean, whose image is on the “Women of Germantown mural, was Branch Board Chair, 1910-1921. The branch closed in 1928 and was incorporated into the Germantown Association.(Carner)",Landmark,"Branch, 4052 Ridge Avenue; Cafeteria, 4100-4188 Ridge Avenue, Philadelphia, PA 19129",40.00759801,-75.19073134,Carner,,,
marker_2,Camp Tinicum,"Ameer, Isbah",1925,"Bought by the association in 1925. ""The camp was used enthusiastically by all age groups in the summer, and enjoyed for brief periods even in winter. But because of the shortage of materials and transportation during the summers of World War I, it proved difficult to administer the camp, and in the following years the Camp was not sufficiently used by adults to warrant its continuation. In 1948, Camp Tinicum was reluctantly sold."" (Carner)",Landmark,"Tinicum Township, Pennsylvania",39.87481784,-75.3018824,Carner,,,
